video_name,timestamp,face_count
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",177.0,3
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",185.5,4
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",186.0,2
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",186.5,1
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",188.5,3
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",189.0,4
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",189.5,3
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",190.0,2
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",196.0,4
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",198.0,2
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",199.0,5
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",209.0,3
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",209.5,3
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",210.0,3
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",210.5,2
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",216.5,5
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",217.0,3
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",217.5,6
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",218.0,6
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",224.0,3
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",224.5,3
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",225.5,3
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",236.0,1
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",239.5,0
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",251.5,4
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",252.0,1
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",252.5,3
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",253.0,2
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",259.0,4
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",259.5,3
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",268.0,3
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",268.5,2
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",269.0,3
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",269.5,4
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",279.0,3
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",279.5,2
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",280.5,3
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",284.5,5
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",288.0,3
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",296.0,2
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",296.5,3
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",297.0,3
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",297.5,4
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",298.0,3
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",298.5,3
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",299.0,4
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",304.5,2
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",305.0,6
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",305.5,3
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",306.0,2
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",306.5,3
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",310.5,3
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",311.0,3
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",311.5,2
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",312.0,4
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",312.5,3
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",313.0,3
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",313.5,6
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",316.0,2
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",318.0,0
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",319.0,1
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",319.5,1
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",330.0,0
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",330.5,0
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",331.0,1
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",331.5,1
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",332.0,1
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",332.5,0
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",333.0,4
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",333.5,3
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",334.0,2
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",334.5,3
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",335.0,2
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",335.5,1
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",336.0,1
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",336.5,2
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",337.0,4
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",337.5,2
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",338.0,0
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",338.5,1
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",339.0,0
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",343.5,3
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",344.0,1
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",344.5,2
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",345.0,1
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",345.5,1
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",346.0,2
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",346.5,1
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",354.0,1
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",354.5,2
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",355.0,4
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",355.5,3
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",356.0,2
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",356.5,2
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",357.0,3
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",357.5,2
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",365.5,2
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",366.0,2
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",366.5,3
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",367.0,3
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",367.5,2
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",373.0,2
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",374.0,2
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",382.5,2
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",383.0,3
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",383.5,4
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",391.0,3
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",391.5,1
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",392.0,3
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",392.5,3
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",393.0,4
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",393.5,4
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",394.0,4
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",394.5,2
"ALISHA Groovy Tech-House DJ Set Live From DJ Mag HQ - DJ Mag (720p, h264, youtube)",396.5,2
